iter	Passed	Remaining
0	1	2004
1	2	1675
2	3	1568
3	3	1488
4	4	1470
5	5	1429
6	6	1368
7	7	1351
8	7	1311
9	8	1306
10	9	1319
11	10	1244
12	10	1176
13	10	1119
14	10	1069
15	11	1024
16	11	995
17	11	958
18	11	923
19	12	895
20	12	879
21	12	863
22	13	845
23	13	855
24	14	863
25	15	857
26	15	870
27	16	861
28	16	856
29	17	849
30	18	860
31	18	863
32	19	875
33	19	858
34	20	842
35	20	826
36	20	811
37	20	797
38	20	784
39	21	772
40	21	760
41	21	748
42	22	748
43	22	753
44	23	752
45	24	763
46	24	770
47	25	766
48	25	758
49	25	749
50	26	741
51	26	735
52	26	726
53	26	717
54	27	712
55	27	705
56	27	699
57	27	692
58	28	691
59	28	684
60	29	684
61	29	683
62	29	680
63	30	683
64	30	684
65	31	689
66	32	692
67	33	697
68	33	697
69	34	700
70	35	705
71	35	705
72	35	700
73	36	707
74	36	702
75	37	702
76	37	699
77	38	702
78	38	696
79	39	695
80	39	698
81	40	693
82	40	697
83	41	696
84	41	698
85	42	693
86	42	689
87	42	684
88	43	683
89	43	679
90	43	679
91	44	675
92	44	670
93	44	667
94	45	669
95	45	666
96	45	663
97	46	659
98	46	656
99	46	654
100	47	651
101	47	647
102	47	644
103	47	641
104	48	638
105	48	635
106	48	632
107	48	628
108	49	625
109	49	624
110	49	621
111	49	619
112	50	620
113	50	616
114	51	614
115	51	612
116	51	609
117	51	606
118	52	604
119	52	601
120	52	599
121	53	599
122	53	597
123	53	594
124	53	592
125	54	589
126	54	587
127	54	585
128	55	585
129	55	584
130	55	581
131	55	578
132	56	576
133	56	574
134	56	571
135	56	569
136	57	567
137	57	565
138	57	562
139	57	562
140	58	559
141	58	557
142	58	554
143	58	553
144	59	553
145	59	552
146	59	550
147	60	548
148	60	547
149	60	545
150	60	544
151	61	542
152	61	540
153	61	538
154	61	536
155	62	534
156	62	532
157	62	530
158	62	527
159	62	525
160	63	525
161	63	523
162	63	522
163	63	520
164	64	520
165	64	520
166	65	520
167	65	518
168	65	517
169	66	516
170	66	516
171	66	516
172	67	514
173	67	512
174	67	511
175	68	511
176	68	510
177	68	508
178	68	507
179	68	505
180	69	506
181	70	509
182	70	510
183	71	510
184	71	509
185	71	507
186	72	506
187	72	504
188	72	502
189	72	500
190	72	498
191	72	497
192	73	496
193	73	495
194	74	495
195	74	494
196	74	493
197	74	492
198	75	490
199	75	489
200	75	488
201	76	488
202	76	488
203	76	487
204	76	486
205	77	484
206	77	482
207	77	481
208	77	479
209	77	478
210	78	479
211	78	478
212	78	477
213	79	475
214	79	474
215	79	472
216	79	472
217	80	471
218	80	470
219	80	469
220	81	469
221	81	468
222	81	467
223	81	466
224	82	465
225	82	464
226	82	463
227	82	462
228	83	460
229	83	459
230	83	458
231	83	457
232	84	456
233	84	455
234	84	454
235	84	453
236	84	452
237	85	451
238	85	450
239	85	449
240	85	448
241	86	447
242	86	446
243	86	445
244	86	444
245	87	443
246	87	442
247	87	443
248	88	442
249	88	442
250	88	441
251	89	440
252	89	439
253	89	440
254	90	440
255	90	440
256	91	440
257	91	439
258	91	438
259	91	437
260	92	436
261	92	435
262	92	434
263	92	434
264	92	433
265	93	432
266	93	431
267	93	430
268	93	429
269	94	428
270	94	427
271	94	426
272	94	425
273	94	424
274	95	423
275	95	422
276	95	421
277	96	424
278	96	423
279	96	422
280	97	421
281	97	420
282	97	419
283	97	419
284	98	418
285	98	417
286	98	416
287	98	416
288	99	415
289	99	416
290	100	415
291	100	414
292	100	414
293	100	413
294	101	414
295	101	413
296	101	412
297	102	411
298	102	410
299	102	409
300	103	412
301	103	411
302	103	410
303	104	409
304	104	408
305	104	407
306	104	406
307	104	406
308	105	405
309	105	404
310	105	403
311	105	403
312	106	402
313	106	401
314	106	400
315	106	400
316	106	399
317	107	398
318	107	397
319	107	397
320	107	396
321	108	395
322	108	395
323	108	394
324	108	393
325	109	393
326	109	392
327	109	392
328	110	391
329	110	391
330	111	392
331	111	391
332	111	391
333	111	390
334	112	389
335	112	389
336	112	388
337	112	388
338	113	387
339	113	387
340	113	386
341	113	385
342	114	385
343	114	384
344	114	383
345	114	383
346	115	382
347	115	381
348	115	381
349	115	380
350	116	380
351	116	379
352	116	378
353	116	377
354	116	377
355	117	377
356	117	376
357	117	376
358	118	375
359	119	377
360	119	376
361	119	375
362	119	375
363	120	375
364	120	374
365	121	375
366	121	375
367	121	374
368	122	374
369	122	373
370	122	373
371	122	372
372	123	371
373	123	371
374	124	372
375	124	371
376	124	370
377	124	370
378	124	369
379	125	368
380	125	368
381	125	367
382	125	367
383	126	366
384	126	365
385	126	365
386	126	364
387	126	363
388	127	363
389	127	362
390	127	362
391	128	362
392	128	361
393	128	361
394	128	360
395	129	359
396	129	359
397	129	359
398	129	358
399	130	358
400	130	357
401	130	356
402	131	358
403	132	358
404	132	357
405	132	357
406	132	356
407	133	356
408	133	355
409	133	356
410	134	356
411	134	356
412	135	355
413	135	355
414	135	354
415	136	354
416	136	354
417	136	353
418	136	353
419	137	352
420	137	352
421	137	351
422	137	350
423	138	350
424	138	349
425	138	350
426	139	349
427	139	348
428	139	348
429	139	348
430	140	347
431	140	346
432	140	346
433	140	345
434	140	345
435	141	344
436	141	344
437	141	343
438	141	343
439	142	342
440	142	342
441	142	341
442	142	340
443	143	340
444	143	339
445	143	339
446	143	338
447	143	337
448	144	337
449	144	336
450	144	336
451	144	335
452	144	334
453	145	334
454	145	333
455	145	333
456	145	332
457	145	331
458	146	332
459	147	332
460	147	332
461	147	331
462	148	331
463	148	331
464	148	330
465	149	331
466	150	332
467	150	332
468	150	331
469	151	331
470	151	330
471	151	330
472	151	329
473	152	329
474	152	328
475	152	328
476	152	327
477	152	326
478	153	326
479	153	325
480	153	325
481	153	324
482	153	324
483	154	323
484	154	323
485	154	322
486	154	322
487	155	321
488	155	321
489	155	320
490	155	320
491	156	319
492	156	319
493	156	319
494	156	318
495	157	318
496	157	317
497	157	316
498	157	316
499	157	315
500	158	315
501	158	314
502	158	314
503	158	313
504	158	313
505	159	312
506	159	312
507	159	311
508	159	311
509	160	310
510	160	310
511	161	310
512	161	310
513	161	309
514	161	309
515	161	308
516	162	308
517	162	307
518	162	307
519	162	306
520	163	306
521	163	306
522	163	305
523	163	305
524	164	304
525	164	304
526	164	303
527	164	303
528	165	303
529	165	302
530	165	302
531	165	301
532	166	301
533	166	300
534	166	301
535	167	300
536	167	300
537	167	299
538	167	299
539	167	298
540	168	298
541	169	298
542	169	298
543	169	298
544	169	297
545	170	297
546	170	297
547	170	297
548	171	297
549	171	296
550	172	296
551	172	295
552	172	295
553	172	294
554	172	294
555	173	294
556	173	293
557	173	293
558	173	292
559	174	292
560	174	291
561	174	291
562	174	290
563	175	290
564	175	290
565	175	290
566	176	289
567	176	289
568	176	289
569	176	288
570	177	288
571	177	287
572	177	287
573	177	287
574	178	286
575	178	286
576	178	285
577	178	285
578	179	284
579	179	284
580	179	284
581	180	283
582	180	283
583	181	284
584	181	284
585	182	284
586	182	284
587	183	284
588	183	284
589	184	284
590	184	283
591	184	283
592	184	282
593	185	282
594	185	282
595	185	281
596	185	281
597	186	280
598	186	280
599	186	279
600	186	279
601	186	278
602	187	278
603	187	277
604	187	277
605	187	276
606	187	276
607	188	275
608	188	275
609	188	275
610	188	274
611	189	274
612	189	273
613	189	273
614	189	273
615	190	272
616	190	272
617	191	272
618	191	272
619	191	271
620	191	271
621	192	271
622	192	271
623	192	270
624	193	270
625	193	269
626	193	269
627	193	268
628	193	268
629	195	269
630	195	269
631	195	268
632	196	268
633	196	268
634	197	268
635	197	268
636	197	267
637	197	267
638	198	266
639	198	266
640	198	266
641	198	265
642	198	265
643	199	264
644	199	264
645	199	263
646	199	263
647	200	263
648	200	262
649	200	262
650	200	262
651	201	261
652	201	261
653	201	260
654	201	260
655	201	259
656	202	259
657	202	258
658	202	258
659	202	258
660	202	257
661	203	257
662	203	257
663	204	257
664	204	257
665	205	256
666	205	256
667	205	256
668	206	256
669	206	256
670	207	255
671	207	255
672	207	255
673	207	254
674	208	254
675	208	253
676	208	253
677	208	252
678	208	252
679	209	252
680	209	251
681	209	251
682	210	251
683	210	251
684	210	250
685	211	250
686	211	250
687	211	249
688	211	249
689	212	248
690	212	248
691	212	248
692	212	247
693	213	247
694	213	247
695	213	247
696	214	246
697	214	246
698	214	246
699	215	245
700	215	245
701	215	244
702	215	244
703	215	243
704	215	243
705	216	243
706	216	242
707	217	242
708	217	242
709	217	242
710	218	242
711	218	242
712	218	241
713	219	241
714	219	241
715	220	241
716	220	241
717	221	240
718	221	240
719	222	240
720	222	240
721	223	240
722	223	240
723	223	239
724	223	239
725	224	238
726	224	238
727	224	238
728	224	237
729	224	237
730	225	236
731	225	236
732	225	236
733	225	235
734	225	235
735	226	234
736	226	234
737	226	233
738	226	233
739	226	233
740	227	232
741	227	232
742	227	232
743	227	231
744	228	231
745	228	231
746	229	231
747	229	230
748	230	230
749	230	230
750	230	230
751	231	230
752	232	230
753	232	230
754	233	230
755	233	230
756	234	229
757	234	229
758	234	229
759	234	228
760	235	228
761	235	227
762	235	227
763	236	227
764	236	227
765	236	226
766	236	226
767	237	226
768	237	225
769	237	225
770	238	225
771	238	225
772	239	224
773	239	224
774	240	225
775	241	224
776	241	224
777	241	224
778	241	223
779	242	223
780	242	223
781	242	222
782	242	222
783	243	221
784	243	221
785	243	221
786	243	220
787	243	220
788	244	220
789	244	219
790	244	219
791	244	218
792	245	218
793	245	218
794	245	217
795	245	217
796	246	217
797	246	216
798	246	216
799	246	215
800	246	215
801	247	215
802	247	215
803	248	214
804	248	214
805	248	214
806	249	213
807	249	213
808	249	213
809	249	212
810	250	212
811	250	212
812	250	211
813	251	211
814	251	211
815	251	211
816	252	211
817	253	211
818	253	210
819	253	210
820	253	209
821	254	209
822	254	209
823	254	208
824	254	208
825	255	208
826	255	207
827	255	207
828	255	207
829	256	206
830	256	206
831	256	206
832	257	205
833	257	205
834	257	205
835	258	204
836	258	204
837	258	204
838	259	204
839	259	204
840	260	203
841	260	203
842	260	203
843	261	203
844	262	203
845	262	203
846	263	203
847	264	203
848	264	202
849	265	202
850	265	202
851	265	202
852	265	201
853	266	201
854	266	200
855	266	200
856	266	200
857	266	199
858	267	199
859	267	199
860	268	198
861	268	198
862	268	198
863	268	197
864	269	197
865	269	197
866	269	196
867	269	196
868	269	195
869	270	195
870	270	195
871	270	194
872	270	194
873	271	194
874	271	193
875	271	193
876	271	193
877	272	192
878	272	192
879	273	192
880	273	192
881	273	191
882	274	191
883	274	191
884	274	190
885	275	190
886	275	190
887	276	190
888	276	190
889	277	189
890	277	189
891	277	189
892	278	189
893	278	188
894	278	188
895	279	188
896	279	187
897	279	187
898	279	187
899	280	186
900	280	186
901	280	186
902	280	185
903	281	185
904	281	185
905	281	184
906	281	184
907	282	184
908	282	183
909	282	183
910	282	182
911	283	182
912	283	182
913	283	181
914	283	181
915	284	181
916	284	180
917	284	180
918	284	180
919	285	179
920	285	179
921	285	178
922	285	178
923	285	178
924	286	177
925	286	177
926	286	177
927	287	177
928	287	176
929	287	176
930	288	176
931	288	175
932	288	175
933	288	174
934	288	174
935	289	174
936	289	173
937	289	173
938	289	173
939	290	172
940	290	172
941	291	172
942	292	172
943	292	172
944	293	172
945	293	171
946	293	171
947	293	171
948	294	170
949	294	170
950	294	170
951	295	169
952	295	169
953	295	169
954	295	168
955	296	168
956	296	168
957	296	167
958	296	167
959	296	166
960	297	166
961	297	166
962	297	165
963	297	165
964	298	165
965	299	165
966	299	165
967	299	164
