iter	MAPE
0	0.1863186741
1	0.1760434383
2	0.1615215365
3	0.1473960609
4	0.1340128063
5	0.1209922367
6	0.1080425573
7	0.0963141327
8	0.08659871172
9	0.07854491925
10	0.07068052052
11	0.06379911426
12	0.05865913668
13	0.05322875974
14	0.04818964172
15	0.04380163526
16	0.03989373569
17	0.03910361198
18	0.03557816559
19	0.03240851879
20	0.02941539175
21	0.02883311805
22	0.02656400518
23	0.02449614527
24	0.02294696843
25	0.02132529506
26	0.01976880468
27	0.01856465278
28	0.01753815984
29	0.01640421037
30	0.01540745679
31	0.01452155343
32	0.01368377479
33	0.01296381073
34	0.01273846737
35	0.0121547097
36	0.01162815576
37	0.01151508254
38	0.01105715808
39	0.01091964363
40	0.01066859693
41	0.01056577224
42	0.01046890026
43	0.01017549426
44	0.00987810872
45	0.009802567174
46	0.009722530177
47	0.009437660927
48	0.009146113085
49	0.009087984588
50	0.008880415717
51	0.008714745991
52	0.008673187995
53	0.00853658935
54	0.008451247994
55	0.008274456481
56	0.008244730428
57	0.008146103452
58	0.007977737913
59	0.007862388589
60	0.007750374729
61	0.007654694978
62	0.007639890363
63	0.007543189352
64	0.007505972156
65	0.007423411281
66	0.007387841728
67	0.007333554745
68	0.007291596435
69	0.007163270272
70	0.007113493397
71	0.007070103254
72	0.007004190327
73	0.006901611214
74	0.006878701684
75	0.006833580436
76	0.00678902136
77	0.006762243857
78	0.006724624172
79	0.006706607855
80	0.006638859074
81	0.006611384769
82	0.006567866206
83	0.006545154145
84	0.006529233929
85	0.006471600321
86	0.006453249706
87	0.006396560732
88	0.00633552549
89	0.006289629768
90	0.006255498909
91	0.006245517815
92	0.006216555619
93	0.006211937523
94	0.006164755544
95	0.006148991054
96	0.006099751856
97	0.006084074595
98	0.006063519481
99	0.006032227805
100	0.006000786616
101	0.005983519281
102	0.005976479584
103	0.005942301982
104	0.005938539904
105	0.005927819663
106	0.0058954381
107	0.005871375528
108	0.005862713307
109	0.005859336291
