iter	MAPE
0	0.1811099569
1	0.1694107514
2	0.1567446945
3	0.140888377
4	0.1277153722
5	0.1158548881
6	0.1046678312
7	0.0946276682
8	0.08606525535
9	0.07918697848
10	0.07559886975
11	0.07216188567
12	0.06614830388
13	0.06049197735
14	0.05685086178
15	0.05196038419
16	0.04847217005
17	0.04454750714
18	0.04083470042
19	0.03790937216
20	0.03522112973
21	0.03255187117
22	0.03168986915
23	0.02991344896
24	0.02754165733
25	0.02579073728
26	0.02533101777
27	0.0237304619
28	0.02288228638
29	0.02193896937
30	0.02077041821
31	0.02049559058
32	0.01957308847
33	0.01837371724
34	0.01753528995
35	0.01673142288
36	0.01617060204
37	0.01594483734
38	0.0157934664
39	0.01563289536
40	0.01550177428
41	0.01491253492
42	0.01474170324
43	0.01425377782
44	0.0138098817
45	0.01331867003
46	0.01273915062
47	0.01254915286
48	0.01230261762
49	0.01212603112
50	0.01191474071
51	0.01164339395
52	0.01147520981
53	0.01142014176
54	0.01098749525
55	0.01094631235
56	0.01084685039
57	0.01045909205
58	0.01041998581
59	0.009980349923
60	0.009953447182
61	0.009921565385
62	0.009829685419
63	0.009739077068
64	0.009674333044
65	0.009295174199
66	0.009193797347
67	0.008886599832
68	0.008609570105
69	0.00839891349
70	0.008331954019
71	0.008236325045
72	0.008084089403
73	0.007881605836
74	0.007876125277
75	0.007718332521
76	0.007575478488
77	0.007554553054
78	0.00752602275
79	0.007504570336
80	0.007353808077
81	0.007238566961
82	0.007205549259
83	0.007183068151
84	0.007140345532
85	0.007121920244
86	0.007100874079
87	0.007088845431
88	0.007027485789
89	0.00702032834
90	0.006913089319
91	0.006838598642
92	0.006825625637
93	0.006818629528
94	0.006802307042
95	0.006758865147
96	0.006739829393
97	0.006698634073
98	0.0066916916
99	0.006674515453
100	0.006670970009
101	0.00666863945
102	0.006567160585
103	0.006562962337
104	0.006557617394
105	0.006554557029
106	0.006553633714
107	0.006549151536
108	0.006542847951
109	0.006473980227
110	0.006458330986
111	0.006439305033
112	0.006431185926
113	0.006328322209
114	0.006304837413
115	0.006251029747
116	0.006199173537
117	0.0061851916
118	0.006177242061
119	0.006100828055
120	0.00609677143
121	0.006088418101
122	0.006079446216
123	0.006059506954
124	0.006047614171
125	0.005987777166
126	0.005979828852
127	0.005915651429
128	0.005859072773
129	0.005856559275
130	0.005846275867
131	0.005813087507
132	0.005762471562
133	0.005749880872
134	0.005705172358
135	0.005692352168
136	0.005689494682
137	0.005670891009
138	0.005665013219
139	0.005625874059
140	0.005619748644
141	0.005594707677
142	0.005593488649
143	0.005586299538
144	0.005576392088
145	0.005521288868
146	0.005505395911
147	0.005457357483
148	0.005456010568
